0	-3.74688
6.01E-05	-1.84521
0.000120192	-5.4512
0.000180288	-9.97477
0.000240385	-0.649932
0.000300481	7.2166
0.000360577	2.37749
0.000420673	-2.61226
0.000480769	-3.46569
0.000540865	0.953531
0.000600962	-3.07153
0.000661058	-6.12325
0.000721154	0.147472
0.00078125	2.67896
0.000841346	2.88335
0.000901442	-4.52404
0.000961538	-4.29866
0.00102163	-2.72842
0.00108173	-9.2076
0.00114183	-11.1633
0.00120192	-1.45742
0.00126202	-1.5935
0.00132212	-5.12842
0.00138221	4.89733
0.00144231	2.23783
0.0015024	-2.56498
0.0015625	0.817988
0.0016226	-1.13023
0.00168269	5.48943
0.00174279	6.11045
0.00180288	0.753841
0.00186298	4.33561
0.00192308	5.28011
0.00198317	6.93419
0.00204327	5.54795
0.00210337	3.43816
0.00216346	1.33836
0.00222356	-3.70197
0.00228365	0.731489
0.00234375	-1.37526
0.00240385	-2.8481
0.00246394	4.06563
0.00252404	-2.42677
0.00258413	-5.98925
0.00264423	5.78771
0.00270433	1.76201
0.00276442	-9.1497
0.00282452	4.28275
0.00288462	7.79133
0.00294471	-2.79879
0.00300481	-0.827796
0.0030649	-0.597162
0.003125	-6.65772
0.0031851	-4.2608
0.00324519	-4.98536
0.00330529	1.67772
0.00336538	7.83949
0.00342548	4.36242
0.00348558	0.88887
0.00354567	0.574258
0.00360577	1.48306
0.00366587	-0.972709
0.00372596	-3.70661
0.00378606	-5.35187
0.00384615	-3.24671
0.00390625	-2.4323
0.00396635	4.10922
0.00402644	6.7528
0.00408654	0.635131
0.00414663	-8.3531
0.00420673	-8.5153
0.00426683	-5.73995
0.00432692	-5.89585
0.00438702	-2.47539
0.00444712	0.618198
0.00450721	2.57118
0.00456731	6.77904
0.0046274	9.5221
0.0046875	2.9376
0.0047476	-8.47602
0.00480769	-3.98731
0.00486779	-3.0299
0.00492788	-8.21239
0.00498798	-0.0195049
0.00504808	-4.88369
0.00510817	-11.0775
0.00516827	-4.24969
0.00522837	-2.71187
0.00528846	-0.651174
0.00534856	5.84955
0.00540865	2.55963
0.00546875	0.876189
0.00552885	13.3366
0.00558894	12.5132
0.00564904	6.10502
0.00570913	-0.174302
0.00576923	-10.7779
0.00582933	-4.27045
0.00588942	4.63717
0.00594952	9.51609
0.00600962	3.75899
0.00606971	-2.6544
0.00612981	7.24414
0.0061899	6.0301
0.00625	1.44991
0.0063101	3.34081
0.00637019	7.13646
0.00643029	5.45819
0.00649038	-5.13352
0.00655048	-2.3031
0.00661058	-1.42705
0.00667067	-11.322
0.00673077	5.43176
0.00679087	-3.18201
0.00685096	-16.8338
0.00691106	3.02624
0.00697115	7.01397
0.00703125	2.35763
0.00709135	0.194735
0.00715144	-6.79235
0.00721154	-1.67007
0.00727163	2.03655
0.00733173	-6.3367
0.00739183	-8.19387
0.00745192	-5.50979
0.00751202	-6.61582
0.00757212	-9.75981
0.00763221	-8.34072
0.00769231	-1.90512
0.0077524	9.85357
0.0078125	4.10973
0.0078726	-2.72724
0.00793269	1.09087
0.00799279	7.77764
0.00805288	3.44332
0.00811298	-0.572954
0.00817308	2.40911
0.00823317	-4.08162
0.00829327	-2.03626
0.00835337	4.46625
0.00841346	2.62384
0.00847356	-1.17298
0.00853365	0.615124
0.00859375	5.12868
0.00865385	3.68646
0.00871394	8.01585
0.00877404	0.895142
0.00883413	-7.52806
0.00889423	-1.01886
0.00895433	9.43658
0.00901442	5.83375
0.00907452	-2.39636
0.00913462	-9.10239
0.00919471	-13.2457
0.00925481	-10.2992
0.0093149	-9.30027
0.009375	-8.73483
0.0094351	-0.618724
0.00949519	2.40576
0.00955529	2.64659
0.00961538	0.840315
0.00967548	10.1192
0.00973558	5.73127
0.00979567	-10.6739
0.00985577	3.77959
0.00991587	13.2408
0.00997596	-2.44561
0.0100361	-4.20001
0.0100962	4.37004
0.0101562	0.0227034
0.0102163	0.597589
0.0102764	1.68632
0.0103365	0.0699666
0.0103966	1.83809
0.0104567	3.7017
0.0105168	-0.680387
0.0105769	-1.29603
0.010637	-3.42365
0.0106971	3.32922
0.0107572	11.7563
0.0108173	-2.45596
0.0108774	-8.55824
0.0109375	2.06341
0.0109976	6.23956
0.0110577	3.76096
0.0111178	-2.90408
0.0111779	0.874533
0.011238	5.75988
0.0112981	0.789063
0.0113582	-9.20119
0.0114183	-12.303
0.0114784	-13.7272
0.0115385	-5.78958
0.0115986	1.04959
0.0116587	0.406955
0.0117188	8.67837
0.0117788	7.84719
0.0118389	-0.525264
0.011899	0.212948
0.0119591	1.11733
0.0120192	-2.65675
0.0120793	-0.558943
0.0121394	2.59243
0.0121995	2.96455
0.0122596	2.65683
0.0123197	1.54324
0.0123798	4.09482
0.0124399	-0.323919
0.0125	-4.25782
0.0125601	4.58611
0.0126202	6.3778
0.0126803	4.98996
0.0127404	-1.69739
0.0128005	-2.14225
0.0128606	5.59795
0.0129207	9.23044
0.0129808	-5.94181
0.0130409	-13.3877
0.013101	-1.58566
0.0131611	-7.94099
0.0132212	-17.1157
0.0132813	2.82864
0.0133413	3.26459
0.0134014	-6.19862
0.0134615	10.0219
0.0135216	11.0359
0.0135817	-0.399128
0.0136418	3.85452
0.0137019	8.26276
0.013762	5.79074
0.0138221	-1.60455
0.0138822	-1.27593
0.0139423	-1.5172
0.0140024	-0.456627
0.0140625	4.2452
0.0141226	-7.58898
0.0141827	1.36458
0.0142428	8.34753
0.0143029	-14.8403
0.014363	-7.91399
0.0144231	-1.83348
0.0144832	3.3486
0.0145433	2.12301
0.0146034	-10.6921
0.0146635	-10.3437
0.0147236	-4.42369
0.0147837	6.19062
0.0148437	-3.01185
0.0149038	-9.78674
0.0149639	0.311777
0.015024	-2.18229
0.0150841	4.34818
0.0151442	12.5784
0.0152043	6.49459
0.0152644	5.38673
0.0153245	-1.35482
0.0153846	-10.7327
0.0154447	-13.4584
0.0155048	-4.03936
0.0155649	-6.12962
0.015625	-12.9691
0.0156851	-1.05121
0.0157452	-4.4201
0.0158053	-2.7907
0.0158654	6.14573
0.0159255	0.261704
0.0159856	1.88685
0.0160457	4.745
0.0161058	4.62029
0.0161659	4.58515
0.016226	2.21028
0.0162861	8.53876
0.0163462	8.80307
0.0164062	1.53653
0.0164663	3.59904
0.0165264	4.15121
0.0165865	3.93634
0.0166466	3.58736
0.0167067	-0.75433
0.0167668	-0.570821
0.0168269	0.92014
0.016887	5.91564
0.0169471	-2.15699
0.0170072	-4.64529
0.0170673	2.52294
0.0171274	0.602957
0.0171875	-8.35039
0.0172476	-10.7402
0.0173077	-3.4426
0.0173678	-0.496189
0.0174279	2.12948
0.017488	0.951336
0.0175481	-1.4073
